0,55,921.167,39581.7,661275,16817,2.84876e+07,1.20471e+07,4.74739e+08,327677,2.05045e+10,1.13198,1.24737,0.0163071,0.0043107,2.66856e-05,0.0015508,2.43745e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,855,297325,322836,1.1172e+08,1.04818e+08,1.22111e+08,3.92035e+10,4.20495e+10,3.74311e+10,4.6269e+10,2.23812,4.97187,0.440467,0.390537,0.161958,0.846445,0.00239693
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2446.5,1363,666919,1.19708e+06,371558,3.26326e+08,1.81805e+08,5.85732e+08,1.01289e+08,0.303333,0.0541,0.0099328,0.00506311,3.58419e-05,0.0011776,-2.13793e-06
0,430.5,194391,113467,5.12388e+07,8.7818e+07,2.99125e+07,2.31491e+10,1.35086e+10,3.96915e+10,7.8872e+09,0.256913,0.0381936,2.62719e-05,5.06372e-06,3.23758e-11,-2.81404e-07,-4.86102e-11
0,48.5,23326.3,12667.2,6.09292e+06,1.12195e+07,3.30903e+06,2.93086e+09,1.5918e+09,5.39667e+09,8.64582e+08,0.527731,0.244367,0.0119397,0.0051751,3.92728e-05,0.0020235,-1.06054e-05
0,25.5,12849.2,5759.5,2.90213e+06,6.47466e+06,1.30089e+06,1.46236e+09,6.55493e+08,3.26262e+09,2.93836e+08,0.213823,0.0183046,0.000650769,0.000207735,7.56257e-08,2.61671e-05,1.07072e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,56.6667,99.1667,11238.9,6422.25,19668.1,1.27374e+06,2.22904e+06,727861,3.90085e+06,0.222222,0.0123457,0.00548697,0.000219479,-2.40854e-07,-2.43865e-05,1.18292e-15
0,80192.5,1.48019e+07,2.66151e+07,4.62475e+09,3.70852e+09,9.25553e+09,1.1276e+12,1.49846e+12,1.07971e+12,3.36126e+12,0.217486,0.0154407,0.00251258,0.000121174,-2.57239e-08,-7.78971e-06,-6.17146e-08
0,2,330,472,77880,54450.3,111392,1.28503e+07,1.83797e+07,8.98442e+06,2.62887e+07,0.166667,0,1.54008e-19,7.85841e-19,3.71432e-38,0,2.70849e-37
0,15,1832.33,3025,369527,223850,610060,4.51448e+07,7.45248e+07,2.73497e+07,1.23036e+08,0.174683,0.00338628,0.000349552,1.13215e-05,3.39906e-11,9.62851e-08,-7.11405e-10
0,0.5,122.667,84.6667,20771.5,30094.2,14336.9,5.09595e+06,3.51732e+06,7.38314e+06,2.42773e+06,0.222222,0.0123457,0.00548697,0.000219479,-2.40854e-07,-2.43865e-05,-1.81694e-14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4155,112.5,93488.2,3.45281e+06,2534.33,7.76894e+07,2.10606e+06,2.86928e+09,57161.2,0.183333,0.00761111,1.82942e-22,2.04625e-23,-1.21889e-45,-1.06548e-24,2.85918e-46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.5,1249.17,17.1667,14296,1.04028e+06,196.583,1.19053e+07,163709,8.66321e+08,2252.55,0.205761,0.0126166,0.00157587,0.000277663,1.70442e-07,2.81789e-05,6.84384e-08
0,2.5,2076.83,6.16667,5122.96,1.7253e+06,15.4167,4.2559e+06,12807.6,1.43326e+09,39.05,0.257778,0.0379457,0.000895965,0.00021667,8.03146e-08,2.5278e-05,-5.16052e-08
0,1.5,1236.33,2.16667,1785.88,1.01901e+06,3.25,1.47201e+06,2678.9,8.39894e+08,5.05,0.205761,0.0126166,0.00157587,0.000277664,1.70444e-07,2.81791e-05,-6.84385e-08
0,908.5,408608,3028.83,1.3391e+06,1.86708e+08,12042.1,6.01155e+08,5.23165e+06,8.66512e+10,54019.1,3.55542,12.6107,2.49879,2.48047,6.17541,8.80817,0.000227478
0,245,81839.5,965.333,322442,2.73721e+07,4526.17,1.07836e+08,1.51164e+06,9.16645e+09,23585.4,0.58792,0.317919,9.97246e-05,1.8351e-05,3.21765e-10,-9.06972e-07,-7.16065e-10
0,576792,3.35048e+08,2.48066e+08,1.4072e+11,2.37011e+11,1.34937e+11,9.9054e+13,7.46335e+13,1.83691e+14,8.0499e+13,0.212321,0.00221795,0.000393645,0.000269601,-3.70829e-08,8.57984e-06,-7.96157e-08
0,14,1937,9803.67,1.35641e+06,268016,6.86515e+06,1.87682e+08,9.49843e+08,3.7087e+07,4.80742e+09,0.167962,0.000340527,0.000672283,3.25255e-06,1.49274e-10,2.55118e-08,-2.91508e-11
0,770.5,67083.2,508611,4.4299e+07,6.68991e+06,3.35741e+08,4.41929e+09,2.92535e+10,7.33864e+08,2.21629e+11,1.43675,2.03273,0.0500234,0.0452352,0.00215171,0.0640062,-1.90299e-05
0,1849.5,1.43742e+06,946261,7.35553e+08,1.11994e+09,4.84333e+08,5.73169e+11,3.76549e+11,8.74729e+11,2.48e+11,0.87221,0.578402,0.191129,0.0269998,-0.000997057,-0.0133383,-0.00166367
0,4,1584,690,273240,627265,119027,1.08203e+08,4.71346e+07,2.48398e+08,2.05327e+07,0.166667,0.00173611,1.43268e-19,2.79653e-20,7.32464e-40,-3.58445e-23,1.61147e-39
0,9.5,3655.67,1632.17,628071,1.40673e+06,280425,2.41688e+08,1.0791e+08,5.41327e+08,4.81816e+07,0.167598,0.00126434,5.85884e-05,6.65961e-07,-4.15986e-12,2.36799e-08,-1.14501e-18
