-13, 0
-13, -2
-12, -2
-12, -2
-12, -3
-12, -2
-11, -2
-11, -2
-11, -3
-10, -2
-10, -3
-10, -2
-10, -3
-9, -2
-9, -3
-25, -3
-8, -2
-8, -3
-13, -3
-8, -2
-7, -2
-7, -2
-7, -3
-6, -3
-7, -3
-7, -3
-7, -2
-7, -3
-6, -3
-6, -2
-5, -2
-5, -2
-5, -2
-4, -2
-5, -3
-5, -3
-5, -4
-5, -4
-5, -5
-5, -5
-4, -5
-4, -6
-4, -6
-4, -7
-4, -7
-4, -7
-4, -8
-4, -8
-4, -9
-4, -9
-3, -9
-3, -10
-3, -10
-3, -10
-2, -11
-2, -11
-2, -11
-1, -11
-1, -12
-1, -12
-1, -12
0, -12
0, -13
0, -13
0, -13
0, -13
1, -13
0, -13
0, -13
0, -12
0, -12
0, -13
0, -12
0, -12
0, -12
0, -12
0, -13
0, -12
-1, -12
0, -13
-1, -12
-1, -12
-2, -12
-1, -12
-2, -11
-2, -12
-2, -12
-3, -11
-3, -11
-4, -11
-4, -11
-3, -11
-4, -11
-4, -11
-5, -10
-5, -10
-5, -10
-5, -10
-6, -9
-6, -9
-6, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-5, -9
-6, -10
-5, -10
-4, -10
-3, -10
-3, -10
-2, -10
-1, -11
-1, -11
0, -11
0, -11
1, -11
0, -11
2, -11
2, -11
3, -11
3, -11
3, -12
4, -11
5, -11
5, -12
6, -11
7, -11
8, -12
8, -11
8, -11
9, -10
9, -10
10, -10
10, -10
11, -10
11, -10
11, -9
12, -9
12, -8
