0.000753971, -0.673152, 0.000280221, 1.83371, -0.00138603, 0.46094, -0.0022637
-0.000607327, -0.676707, -0.00249633, 1.8351, -0.000317765, 0.463602, -0.000621365
-0.00241282, -0.680229, -0.00406827, 1.83616, -0.00207033, 0.465894, -0.00190666
-0.0042655, -0.680555, -0.00595984, 1.83625, -0.00319727, 0.466099, -0.00243247
-0.00581772, -0.682457, -0.00802654, 1.83683, -0.00350944, 0.467384, -0.0022032
-0.0077742, -0.679563, -0.00948629, 1.8358, -0.00531428, 0.465311, -0.00337815
-0.00925027, -0.679918, -0.0118349, 1.83606, -0.00492258, 0.465709, -0.00238015
-0.0110709, -0.683428, -0.0133868, 1.83709, -0.00668491, 0.467994, -0.00367787
-0.0130215, -0.680528, -0.0148562, 1.83605, -0.00848869, 0.465915, -0.00484716
-0.0144993, -0.680878, -0.017205, 1.83629, -0.00809898, 0.466305, -0.00384994
-0.0164171, -0.681206, -0.0183314, 1.83621, -0.0105347, 0.466339, -0.00579266
-0.0181886, -0.679962, -0.020518, 1.83594, -0.0109587, 0.465635, -0.00554465
-0.0201055, -0.680284, -0.0216432, 1.83584, -0.013393, 0.465663, -0.0074872
-0.021585, -0.680628, -0.0239906, 1.83607, -0.0130029, 0.46604, -0.00648995
-0.0235399, -0.67936, -0.0259544, 1.83552, -0.0141673, 0.465072, -0.00698153
-0.0250197, -0.679702, -0.0283, 1.83576, -0.0137756, 0.465448, -0.00598416
-0.026937, -0.680015, -0.0294237, 1.83565, -0.0162098, 0.465475, -0.00792727
-0.0286922, -0.681971, -0.0312384, 1.83632, -0.0172786, 0.466859, -0.00847201
-0.0306192, -0.679045, -0.0327406, 1.83524, -0.0190714, 0.464761, -0.00962085
-0.0321002, -0.679381, -0.0350848, 1.83546, -0.0186791, 0.465125, -0.0086233
-0.0340438, -0.681333, -0.0366681, 1.83586, -0.0204868, 0.46626, -0.00991
-0.0357483, -0.676913, -0.037955, 1.83457, -0.0221369, 0.463391, -0.0109456
-0.0376912, -0.67886, -0.0395318, 1.83496, -0.0239408, 0.464516, -0.0122331
-0.0392621, -0.677684, -0.0419689, 1.83457, -0.0235764, 0.46376, -0.0111874
-0.040831, -0.676508, -0.0444056, 1.83418, -0.023209, 0.463007, -0.0101403
-0.0428353, -0.675393, -0.0456226, 1.83386, -0.0256872, 0.462305, -0.0120652
-0.0444647, -0.674057, -0.047286, 1.83326, -0.0266499, 0.461289, -0.0124547
-0.0463141, -0.674478, -0.0491751, 1.83332, -0.0277432, 0.461536, -0.0129602
-0.0478778, -0.673295, -0.0516138, 1.83292, -0.0273675, 0.460774, -0.0119074
-0.04994, -0.672052, -0.0520665, 1.83239, -0.0311764, 0.459835, -0.0152698
-0.0514599, -0.674041, -0.0548346, 1.83309, -0.0301559, 0.461288, -0.0136313
-0.0531229, -0.674378, -0.0569424, 1.83301, -0.0304944, 0.461396, -0.0133733
-0.0551199, -0.673246, -0.05817, 1.83267, -0.0329661, 0.460684, -0.0152914
-0.0567397, -0.671897, -0.0598425, 1.83204, -0.0339214, 0.459655, -0.0156726
-0.0582965, -0.670706, -0.0622866, 1.83162, -0.0335374, 0.458878, -0.014612
-0.0602512, -0.672625, -0.0638334, 1.83198, -0.0353371, 0.459982, -0.0159114
-0.0619028, -0.668173, -0.0651999, 1.83063, -0.0369535, 0.457102, -0.0168996
-0.0634549, -0.666977, -0.0676439, 1.8302, -0.0365605, 0.456319, -0.0158339
-0.06541, -0.668889, -0.0691833, 1.83055, -0.0383558, 0.457416, -0.0171352
-0.0671, -0.666134, -0.0709896, 1.82972, -0.0393398, 0.455674, -0.0174734
-0.068758, -0.666456, -0.0730867, 1.82961, -0.0396626, 0.455761, -0.017211
-0.0704422, -0.663697, -0.0748979, 1.82877, -0.0406402, 0.45402, -0.0175443
-0.0720989, -0.664016, -0.0769925, 1.82866, -0.0409587, 0.454105, -0.0172807
-0.0737773, -0.661253, -0.0788087, 1.82782, -0.0419298, 0.452364, -0.0176092
-0.0754417, -0.658389, -0.0806176, 1.82656, -0.0428798, 0.450238, -0.0179094
-0.0771133, -0.655621, -0.0824384, 1.82571, -0.0438391, 0.448497, -0.0182314
-0.0790686, -0.657517, -0.0839591, 1.82605, -0.0456209, 0.449576, -0.0195373
-0.0806047, -0.656307, -0.0864049, 1.82558, -0.0451998, 0.448777, -0.0184545
-0.0822081, -0.651826, -0.0878323, 1.82416, -0.0467722, 0.445903, -0.0194008
-0.0841634, -0.653717, -0.0893458, 1.8245, -0.0485497, 0.446975, -0.0207084
-0.0856948, -0.652502, -0.0917915, 1.82403, -0.0481192, 0.44617, -0.0196202
-0.0874721, -0.651273, -0.0932669, 1.8235, -0.0497908, 0.445315, -0.0207469
-0.0891207, -0.651577, -0.0953477, 1.82336, -0.0500854, 0.44538, -0.0204762
-0.0907724, -0.648793, -0.0971918, 1.82247, -0.0510236, 0.44363, -0.0207787
-0.0924067, -0.645912, -0.0990264, 1.82117, -0.0519399, 0.4415, -0.0210521
-0.0940519, -0.643123, -0.100875, 1.82026, -0.0528659, 0.439751, -0.0213479
-0.0956957, -0.643421, -0.102948, 1.82012, -0.0531455, 0.43981, -0.021073
-0.0973353, -0.640629, -0.104802, 1.81921, -0.0540646, 0.43806, -0.0213636
-0.0989777, -0.640925, -0.106872, 1.81907, -0.0543398, 0.438118, -0.0210873
-0.10074, -0.639679, -0.108359, 1.81851, -0.0559885, 0.437259, -0.0222017
-0.1025, -0.638431, -0.109846, 1.81795, -0.0576348, 0.436395, -0.0233145
-0.10414, -0.638723, -0.111914, 1.8178, -0.057905, 0.436444, -0.0230363
-0.105692, -0.63421, -0.113414, 1.8163, -0.0594256, 0.43357, -0.023932
-0.10733, -0.634499, -0.115477, 1.81614, -0.0596882, 0.433615, -0.0236516
-0.10892, -0.628508, -0.117141, 1.814, -0.0612076, 0.429684, -0.0244577
-0.110554, -0.628794, -0.119199, 1.81384, -0.0614597, 0.429725, -0.024174
-0.11217, -0.625983, -0.121076, 1.81288, -0.0623423, 0.427969, -0.0244387
-0.113802, -0.626267, -0.123132, 1.81271, -0.0625899, 0.428009, -0.0241536
-0.115546, -0.625004, -0.124631, 1.81212, -0.0642103, 0.42714, -0.025253
-0.117114, -0.619, -0.126327, 1.80994, -0.0657011, 0.423216, -0.0260339
-0.118742, -0.61928, -0.128376, 1.80976, -0.0659357, 0.423247, -0.0257445
-0.120344, -0.616458, -0.130266, 1.80877, -0.0667951, 0.421488, -0.0259938
-0.12197, -0.616736, -0.132312, 1.8086, -0.0670251, 0.421519, -0.025703
-0.123656, -0.612275, -0.133645, 1.80676, -0.0692431, 0.418487, -0.027312
-0.124821, -0.609472, -0.136667, 1.80571, -0.0671884, 0.416667, -0.0245425
-0.126548, -0.608196, -0.138175, 1.8051, -0.0687784, 0.415798, -0.0256279
-0.128274, -0.606918, -0.139685, 1.80448, -0.0703659, 0.414926, -0.0267117
-0.129893, -0.607191, -0.141723, 1.80429, -0.0705782, 0.41495, -0.0264149
-0.13127, -0.599352, -0.143881, 1.80156, -0.0712617, 0.409989, -0.0262939
-0.132886, -0.599623, -0.145913, 1.80138, -0.0714613, 0.410012, -0.0259933
-0.134513, -0.596632, -0.147108, 1.80014, -0.0736429, 0.408049, -0.0276708
-0.136009, -0.593652, -0.14972, 1.79882, -0.0730721, 0.405998, -0.0264073
-0.137629, -0.590656, -0.150924, 1.79758, -0.0752424, 0.404038, -0.0280781
-0.138914, -0.589379, -0.153533, 1.79688, -0.0738952, 0.403083, -0.0261376
-0.140499, -0.584817, -0.15564, 1.79509, -0.0746794, 0.400135, -0.0262408
-0.142203, -0.583524, -0.157162, 1.79444, -0.0762247, 0.399263, -0.027305
-0.143387, -0.580515, -0.159466, 1.79312, -0.0754576, 0.397215, -0.0259395
-0.144961, -0.575947, -0.161583, 1.7913, -0.0762164, 0.394275, -0.0260263
-0.146657, -0.574649, -0.163109, 1.79064, -0.077746, 0.393405, -0.0270834
-0.148258, -0.574913, -0.16512, 1.79044, -0.0779018, 0.393417, -0.0267678
-0.149526, -0.570317, -0.166941, 1.78863, -0.0784866, 0.390474, -0.0267613
-0.151087, -0.565739, -0.169073, 1.78677, -0.0792153, 0.387538, -0.0268272
-0.152683, -0.566001, -0.171076, 1.78658, -0.0793558, 0.387549, -0.0265063
-0.15427, -0.562984, -0.172324, 1.78527, -0.0814696, 0.385604, -0.0281416
-0.155405, -0.558442, -0.175521, 1.78336, -0.0792393, 0.382599, -0.0251539
-0.156985, -0.555422, -0.176776, 1.78204, -0.0813386, 0.380662, -0.0267816
-0.158443, -0.552421, -0.179384, 1.78064, -0.0806479, 0.378629, -0.0254469
-0.160017, -0.549398, -0.180648, 1.77931, -0.0827353, 0.376695, -0.0270673
-0.161503, -0.547952, -0.18237, 1.77847, -0.0834422, 0.375641, -0.0273133
-0.162939, -0.541641, -0.184261, 1.7759, -0.0847066, 0.371653, -0.0279192
-0.164284, -0.543577, -0.186868, 1.77652, -0.0827007, 0.372804, -0.0254873
-0.16488, -0.538998, -0.185129, 1.77486, -0.0883714, 0.370136, -0.0311555
-0.165517, -0.539226, -0.183266, 1.77493, -0.0934477, 0.370356, -0.0364305
-0.166032, -0.536152, -0.182009, 1.77375, -0.0977337, 0.36853, -0.0407119
-0.166732, -0.539546, -0.180218, 1.77518, -0.102222, 0.37082, -0.045514
-0.167349, -0.534962, -0.178519, 1.77353, -0.107912, 0.368154, -0.0511904
-0.168065, -0.536883, -0.17692, 1.77427, -0.112377, 0.369424, -0.0558783
-0.168488, -0.533975, -0.175201, 1.77331, -0.117308, 0.367817, -0.0608853
-0.169102, -0.532594, -0.174229, 1.77279, -0.12099, 0.367035, -0.0645801
-0.169911, -0.533032, -0.172196, 1.77306, -0.126846, 0.367489, -0.0706518
-0.170425, -0.531857, -0.170747, 1.77277, -0.131164, 0.366954, -0.0750713
-0.170939, -0.530682, -0.169303, 1.77249, -0.135485, 0.36642, -0.0794917
-0.171742, -0.531117, -0.167275, 1.77278, -0.141341, 0.366875, -0.0855639
-0.17226, -0.52994, -0.165837, 1.7725, -0.145664, 0.366342, -0.0899851
-0.172744, -0.525594, -0.164374, 1.77088, -0.150613, 0.363753, -0.0948957
-0.173331, -0.526181, -0.163178, 1.77127, -0.154316, 0.364296, -0.0987322
-0.173919, -0.526767, -0.161982, 1.77165, -0.158018, 0.364839, -0.102568
-0.174413, -0.522418, -0.160543, 1.77004, -0.162978, 0.362254, -0.107483
-0.175265, -0.524582, -0.158757, 1.771, -0.168207, 0.363761, -0.112964
-0.175769, -0.52023, -0.157337, 1.76939, -0.173176, 0.361179, -0.117883
-0.176387, -0.524132, -0.15547, 1.77111, -0.17763, 0.363783, -0.122704
-0.177091, -0.520115, -0.153874, 1.76972, -0.183391, 0.361499, -0.128436
-0.177663, -0.517546, -0.15269, 1.76877, -0.18773, 0.360001, -0.132762
-0.178263, -0.521445, -0.150815, 1.77051, -0.192176, 0.362604, -0.137581
-0.17898, -0.517423, -0.149245, 1.76913, -0.19795, 0.360321, -0.143317
-0.179572, -0.518211, -0.147371, 1.76955, -0.203031, 0.360918, -0.148628
-0.180344, -0.516011, -0.146015, 1.76883, -0.208163, 0.359734, -0.153768
-0.180931, -0.516797, -0.144141, 1.76926, -0.213244, 0.360332, -0.159079
-0.181707, -0.514593, -0.142797, 1.76855, -0.218381, 0.359147, -0.16422
-0.182055, -0.513807, -0.141546, 1.7684, -0.221946, 0.358792, -0.167886
-0.182824, -0.514979, -0.139485, 1.76907, -0.227804, 0.359714, -0.174004
-0.183592, -0.516149, -0.137418, 1.76976, -0.233659, 0.360636, -0.18012
-0.18415, -0.512392, -0.136723, 1.76847, -0.237286, 0.358505, -0.183614
-0.184718, -0.508908, -0.135328, 1.76724, -0.242306, 0.356492, -0.1886
-0.185474, -0.510073, -0.133276, 1.76794, -0.248165, 0.357411, -0.194719
-0.186013, -0.509688, -0.131851, 1.76805, -0.252517, 0.357391, -0.199199
-0.186592, -0.506198, -0.130479, 1.76683, -0.257548, 0.355382, -0.204188
-0.187146, -0.507693, -0.129209, 1.76762, -0.261243, 0.356475, -0.208077
-0.187745, -0.506104, -0.127994, 1.76709, -0.265613, 0.355593, -0.212471
-0.188344, -0.504513, -0.126783, 1.76655, -0.269984, 0.354711, -0.216866
-0.189003, -0.506112, -0.124268, 1.76771, -0.276479, 0.356071, -0.22373
-0.189605, -0.504516, -0.123063, 1.76718, -0.280851, 0.355188, -0.228124
-0.190389, -0.501527, -0.121529, 1.76625, -0.286685, 0.353574, -0.233943
-0.190991, -0.499927, -0.120339, 1.76572, -0.291063, 0.35269, -0.23834
-0.191704, -0.500366, -0.118034, 1.76627, -0.297584, 0.35322, -0.245128
-0.192302, -0.500692, -0.116962, 1.76644, -0.30129, 0.353464, -0.24893
-0.192829, -0.499615, -0.115304, 1.7664, -0.306314, 0.353083, -0.254084
-0.193617, -0.498555, -0.113917, 1.76617, -0.311478, 0.352603, -0.259305
-0.194131, -0.499443, -0.112369, 1.76684, -0.315825, 0.353373, -0.263863
-0.194727, -0.497293, -0.11091, 1.7662, -0.320878, 0.352214, -0.268944
-0.195532, -0.494604, -0.110075, 1.76538, -0.32533, 0.350818, -0.273302
-0.19613, -0.492448, -0.108635, 1.76473, -0.33039, 0.349661, -0.278386
-0.196637, -0.493326, -0.107102, 1.76543, -0.334739, 0.350426, -0.282946
-0.197406, -0.492662, -0.105011, 1.76541, -0.341292, 0.350171, -0.289664
