1, -1
1, 0
0, 0
1, -1
1, 0
1, -1
1, 0
1, -1
1, 0
1, -1
1, -1
1, 0
1, -1
1, 0
1, -1
1, 0
1, -1
1, 0
1, -1
1, 0
1, -1
1, 0
1, 0
1, 0
2, -1
1, 0
1, 0
1, 0
2, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
2, 0
2, 0
2, 0
3, 0
3, 0
3, 0
4, 0
3, 0
5, 0
4, 0
5, 0
5, 0
5, 0
6, 0
6, 0
6, 0
7, -1
7, 0
7, -1
8, -1
8, -1
8, -1
9, -2
9, -2
9, -2
9, -3
10, -2
9, -3
10, -3
10, -3
10, -4
10, -5
9, -4
9, -3
9, -4
8, -3
8, -3
8, -3
8, -3
7, -3
7, -2
6, -2
6, -2
6, -2
6, -1
5, -1
5, -2
5, -1
5, -1
4, -1
3, -1
4, 0
3, -1
3, -1
3, -1
2, 0
2, 0
2, 0
1, 0
1, 0
1, 0
1, 0
0, 0
0, 0
0, 0
0, 0
1, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
0, 0
1, -1
1, 0
1, 0
2, 0
2, 0
2, -1
3, 0
3, -1
3, -1
4, -1
4, -1
5, -1
5, -1
6, -1
6, -2
7, -2
7, -2
7, -2
8, -3
7, -3
8, -3
9, -4
9, -5
9, -5
9, -6
9, -6
10, -7
9, -7
9, -8
9, -9
9, -9
9, -10
8, -8
9, -12
8, -11
