-13, 0
-13, -2
-12, -2
-13, -2
-13, -2
-12, -2
-12, -2
-12, -2
-12, -3
-12, -3
-12, -3
-12, -2
-12, -2
-11, -2
-11, -2
-12, -2
-90, 33
-91, 33
-89, 34
-88, 35
-86, 36
-85, 36
-83, 36
-82, 37
-80, 38
-78, 39
-77, 40
-75, 41
-72, 42
-71, 43
-69, 44
-67, 45
-64, 45
-62, 47
-61, 48
-59, 50
-56, 50
-53, 52
-50, 54
-48, 56
-45, 57
-14, -4
-14, -3
-15, -3
-9, -2
-25, -2
-9, -3
-9, -3
-14, -3
-9, -2
-14, -3
-8, -3
-14, -3
-8, -3
-13, -3
-8, -2
-8, -3
-8, -3
-8, -2
-7, -3
-8, -3
-7, -2
-8, -2
-7, -3
-8, -3
-7, -2
-7, -2
-7, -3
-7, -2
-7, -2
-7, -3
-7, -2
-7, -2
-6, -2
-7, -2
-6, -2
-7, -2
-7, -2
-6, -2
-7, -2
-6, -2
-6, -2
-7, -2
-6, -2
-6, -2
-6, -2
-6, -2
-6, -2
-6, -2
-6, -2
-5, -2
-6, -2
-6, -2
-6, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -3
-5, -3
-5, -3
-5, -3
-5, -3
-5, -3
-5, -3
-5, -4
-5, -4
-5, -4
-5, -4
-5, -4
-5, -4
-5, -4
-5, -5
-5, -5
-5, -5
-5, -5
-5, -5
-5, -5
-5, -5
-4, -6
-4, -6
-4, -6
-4, -6
-4, -6
-4, -6
-4, -6
-4, -7
-4, -7
-4, -7
-4, -7
-4, -7
-4, -7
-4, -7
-4, -7
-4, -7
-4, -7
-4, -7
-3, -7
-3, -7
-3, -7
-3, -7
-3, -7
-3, -8
-3, -8
-3, -8
-3, -8
-3, -8
-3, -8
-3, -8
-3, -8
-2, -9
-2, -9
-2, -9
-2, -9
-2, -9
-2, -9
-2, -9
-2, -9
-2, -9
-2, -10
-2, -10
-2, -10
-2, -10
-2, -10
-2, -10
-2, -10
-2, -10
-2, -10
-2, -10
-2, -11
-2, -11
-1, -11
-1, -11
-1, -11
-1, -11
-1, -11
-1, -11
-1, -11
-1, -11
-1, -11
0, -11
0, -11
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
1, -13
1, -12
1, -12
0, -13
0, -13
1, -13
0, -13
0, -13
1, -13
0, -13
0, -13
1, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -13
0, -12
0, -12
0, -12
0, -12
0, -12
0, -12
0, -13
0, -13
0, -12
0, -12
