11, -74
28, -74
46, -74
63, -74
80, -74
97, -74
115, -74
132, -74
107, -53
79, -34
6, -1
3, 1
2, -3
3, 0
19, 0
36, 0
40, 0
44, 0
60, 0
76, 0
2, 0
4, 2
3, 0
0, 1
2, -3
2, -3
2, 1
0, -1
6, 0
2, 0
18, 0
34, 0
50, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
57, 0
57, 0
50, 0
31, 2
31, 2
31, 2
31, 2
31, 2
31, 2
31, 2
31, 2
20, 12
8, 23
-2, 34
-14, 45
-26, 57
-38, 68
-50, 80
-63, 91
-65, 85
-76, 98
-87, 111
-98, 124
-88, 101
-97, 115
-70, 68
-29, 10
-32, 27
-35, 44
-31, 49
-11, 25
5, 0
4, 1
1, -4
0, 13
5, 0
1, 18
5, 0
4, -3
3, 0
0, 17
-1, 36
-4, 54
-7, 73
-8, 79
-8, 79
-8, 79
9, 3
9, 3
9, 3
7, 1
7, 1
7, 1
7, 1
7, 1
7, 1
7, 1
6, 0
0, 0
0, 0
0, 0
4, -2
1, -1
5, -2
1, -3
1, -3
1, -3
4, 0
2, 0
1, 0
2, -2
1, -1
2, 0
4, -1
0, 0
0, 0
0, 0
3, -5
10, -15
17, -25
26, -39
35, -53
44, -68
53, -82
62, -96
61, -95
69, -109
77, -124
72, -114
53, -67
22, 0
1, -3
6, 0
5, 2
5, -3
7, -1
3, 0
2, -12
6, -1
7, -6
5, -22
3, -38
1, -54
5, -24
7, -2
4, -4
0, -19
-5, -33
-10, -47
-13, -57
-17, -70
