time,	length
515,	7.3757
1978,	13.3809
402,	11.4544
1378,	13.6263
572,	11.2454
1084,	7.35337
252,	8.8234
999,	8.47332
221,	9.18901
509,	8.66495
3530,	11.3274
2739,	9.04145
389,	8.17284
376,	9.97679
2117,	7.74485
2485,	13.0649
699,	9.72444
477,	9.00105
3732,	11.5323
669,	11.4038
367,	8.3405
63,	7.39342
269,	7.84187
3979,	13.6016
195,	7.64896
174,	8.44648
15001,	0
223,	9.54668
1117,	9.96056
11208,	7.86902
