time,	length
6102,	10.1337
5456,	9.51526
786,	7.62558
434,	8.64946
2217,	11.4045
4922,	9.62394
485,	10.5001
5141,	11.2025
1465,	10.3037
1242,	8.3172
1592,	7.00745
5273,	12.2104
5455,	8.10346
1242,	8.57247
3800,	9.14593
2517,	10.3057
6916,	8.325
1145,	9.47044
15003,	0
2381,	6.81776
10073,	9.57366
4052,	9.31477
15002,	0
3548,	8.61159
3131,	8.66362
12058,	11.1943
1152,	7.53677
6309,	8.47161
349,	7.9561
1431,	11.9825
