time,	length
463,	9.5984
133,	7.97656
445,	10.2998
222,	6.83024
1215,	7.98671
1531,	10.9891
419,	7.88613
4199,	7.9389
1055,	8.72864
1233,	10.7433
2133,	9.68962
7516,	10.3188
270,	9.66077
2738,	10.7108
267,	8.97311
1538,	8.72817
1089,	11.7088
1544,	12.4017
1773,	9.43843
3046,	11.2717
4476,	12.7808
2869,	11.432
290,	7.88202
2171,	9.48727
972,	10.2115
1097,	7.19543
253,	6.96676
1203,	8.63352
1594,	12.3206
588,	10.312
